string_idx,string_name,string_name_x,string_name_y,string_box_idx,CB_name,Phase,string_num,string_box_v1_x,string_box_v1_y,string_box_v2_x,string_box_v2_y,string_box_v3_x,string_box_v3_y,string_box_v4_x,string_box_v4_y,num_modules,module_layout,dist_btw_v0_v1,dist_btw_v1_v2,num_module_along_x,num_module_along_y
13,1-6-NB04-8,4169.30780018084,2415.97301924905,0,0,0,0,4181.82149015243,2416.33818523666,4156.79411020926,2416.33818523666,4156.79411020926,2415.60785326143,4181.82149015243,2415.60785326143,12,L,25.027,0.73,12,1
13,1-6-NB04-8,4169.30780018084,2415.19455255183,1,0,0,0,4181.82149015243,2415.55971853945,4156.79411020926,2415.55971853945,4156.79411020926,2414.82938656421,4181.82149015243,2414.82938656421,12,L,25.027,0.73,12,1
14,1-6-NB04-9,4194.78967033818,2417.45842594039,0,0,0,0,4207.30336030976,2417.82359192801,4182.2759803666,2417.82359192801,4182.2759803666,2417.09325995277,4207.30336030976,2417.09325995277,12,L,25.027,0.73,12,1
14,1-6-NB04-9,4194.78967033818,2416.67995924317,1,0,0,0,4207.30336030976,2417.04512523079,4182.27598036659,2417.04512523079,4182.27598036659,2416.31479325556,4207.30336030976,2416.31479325556,12,L,25.027,0.73,12,1
15,1-6-NB04-10,4194.78967033818,2415.90149254596,0,0,0,0,4207.30336030976,2416.26665853357,4182.27598036659,2416.26665853357,4182.27598036659,2415.53632655834,4207.30336030976,2415.53632655834,12,L,25.027,0.73,12,1
15,1-6-NB04-10,4194.78967033818,2415.12302584874,1,0,0,0,4207.30336030976,2415.48819183636,4182.27598036659,2415.48819183636,4182.2759803666,2414.75785986113,4207.30336030976,2414.75785986112,12,L,25.027,0.73,12,1
16,1-6-NB03-5,4065.88665427658,2434.28425252188,0,0,0,0,4078.40034424817,2434.6494185095,4053.372964305,2434.6494185095,4053.372964305,2433.91908653427,4078.40034424817,2433.91908653427,12,L,25.027,0.73,12,1
16,1-6-NB03-5,4065.88665427658,2433.50578582467,1,0,0,0,4078.40034424817,2433.87095181228,4053.372964305,2433.87095181228,4053.372964305,2433.14061983705,4078.40034424817,2433.14061983705,12,L,25.027,0.73,12,1
17,1-6-NB03-6,4065.88665427658,2432.72731912745,0,0,0,0,4078.40034424817,2433.09248511507,4053.372964305,2433.09248511507,4053.372964305,2432.36215313983,4078.40034424817,2432.36215313983,12,L,25.027,0.73,12,1
17,1-6-NB03-6,4065.88665427658,2431.94885243023,1,0,0,0,4078.40034424817,2432.31401841785,4053.372964305,2432.31401841785,4053.372964305,2431.58368644262,4078.40034424817,2431.58368644262,12,L,25.027,0.73,12,1
18,1-6-NB03-7,4091.31829089764,2434.18664820943,0,0,0,0,4103.83198086923,2434.55181419705,4078.80460092606,2434.55181419705,4078.80460092606,2433.82148222181,4103.83198086923,2433.82148222181,12,L,25.027,0.73,12,1
18,1-6-NB03-7,4091.31829089764,2433.40818151221,1,0,0,0,4103.83198086923,2433.77334749983,4078.80460092606,2433.77334749983,4078.80460092606,2433.0430155246,4103.83198086923,2433.0430155246,12,L,25.027,0.73,12,1
19,1-6-NB03-8,4091.31829089764,2432.629714815,0,0,0,0,4103.83198086923,2432.99488080261,4078.80460092606,2432.99488080261,4078.80460092606,2432.26454882738,4103.83198086923,2432.26454882738,12,L,25.027,0.73,12,1
19,1-6-NB03-8,4091.31829089764,2431.85124811778,1,0,0,0,4103.83198086923,2432.2164141054,4078.80460092606,2432.2164141054,4078.80460092606,2431.48608213016,4103.83198086923,2431.48608213016,12,L,25.027,0.73,12,1
20,1-6-NB03-9,4116.77869562317,2434.10266273379,0,0,0,0,4129.29238559476,2434.46782872141,4104.26500565158,2434.46782872141,4104.26500565159,2433.73749674618,4129.29238559476,2433.73749674618,12,L,25.027,0.73,12,1
20,1-6-NB03-9,4116.77869562317,2433.32419603658,1,0,0,0,4129.29238559475,2433.68936202419,4104.26500565159,2433.6893620242,4104.26500565159,2432.95903004896,4129.29238559476,2432.95903004896,12,L,25.027,0.73,12,1
21,1-6-NB03-10,4116.77869562317,2432.54572933936,0,0,0,0,4129.29238559476,2432.91089532698,4104.26500565159,2432.91089532698,4104.26500565159,2432.18056335175,4129.29238559476,2432.18056335175,12,L,25.027,0.73,12,1
21,1-6-NB03-10,4116.77869562317,2431.76726264215,1,0,0,0,4129.29238559476,2432.13242862976,4104.26500565159,2432.13242862976,4104.26500565159,2431.40209665453,4129.29238559476,2431.40209665453,12,L,25.027,0.73,12,1
22,1-6-NB03-11,4143.89693349895,2434.00920604842,0,0,0,0,4156.41062347054,2434.37437203604,4131.38324352737,2434.37437203604,4131.38324352737,2433.6440400608,4156.41062347054,2433.6440400608,12,L,25.027,0.73,12,1
22,1-6-NB03-11,4143.89693349895,2433.2307393512,1,0,0,0,4156.41062347054,2433.59590533882,4131.38324352737,2433.59590533882,4131.38324352737,2432.86557336359,4156.41062347054,2432.86557336359,12,L,25.027,0.73,12,1
23,1-6-NB03-12,4143.89693349895,2432.45227265399,0,0,0,0,4156.41062347054,2432.8174386416,4131.38324352737,2432.8174386416,4131.38324352737,2432.08710666637,4156.41062347054,2432.08710666637,12,L,25.027,0.73,12,1
23,1-6-NB03-12,4143.89693349895,2431.67380595677,1,0,0,0,4156.41062347054,2432.03897194439,4131.38324352737,2432.03897194439,4131.38324352737,2431.30863996916,4156.41062347054,2431.30863996916,12,L,25.027,0.73,12,1
24,1-6-NB03-13,4169.36489380357,2433.91314319124,0,0,0,0,4181.87858377515,2434.27830917886,4156.85120383199,2434.27830917886,4156.85120383199,2433.54797720362,4181.87858377516,2433.54797720362,12,L,25.027,0.73,12,1
24,1-6-NB03-13,4169.36489380357,2433.13467649402,1,0,0,0,4181.87858377515,2433.49984248164,4156.85120383199,2433.49984248164,4156.85120383199,2432.76951050641,4181.87858377516,2432.76951050641,12,L,25.027,0.73,12,1
25,1-6-NB03-14,4169.36489380357,2432.35620979681,0,0,0,0,4181.87858377515,2432.72137578442,4156.85120383199,2432.72137578442,4156.85120383199,2431.99104380919,4181.87858377516,2431.99104380919,12,L,25.027,0.73,12,1
25,1-6-NB03-14,4169.36489380357,2431.57774309959,1,0,0,0,4181.87858377515,2431.94290908721,4156.85120383199,2431.94290908721,4156.85120383199,2431.21257711197,4181.87858377515,2431.21257711197,12,L,25.027,0.73,12,1
26,1-6-NB03-15,4194.84676396091,2433.84161648815,0,0,0,0,4207.36045393249,2434.20678247577,4182.33307398932,2434.20678247577,4182.33307398932,2433.47645050053,4207.36045393249,2433.47645050053,12,L,25.027,0.73,12,1
26,1-6-NB03-15,4194.84676396091,2433.06314979093,1,0,0,0,4207.36045393249,2433.42831577855,4182.33307398932,2433.42831577855,4182.33307398932,2432.69798380332,4207.36045393249,2432.69798380332,12,L,25.027,0.73,12,1
27,1-6-NB03-16,4194.84676396091,2432.28468309372,0,0,0,0,4207.36045393249,2432.64984908133,4182.33307398932,2432.64984908133,4182.33307398932,2431.9195171061,4207.36045393249,2431.9195171061,12,L,25.027,0.73,12,1
27,1-6-NB03-16,4194.84676396091,2431.5062163965,1,0,0,0,4207.36045393249,2431.87138238412,4182.33307398932,2431.87138238412,4182.33307398933,2431.14105040888,4207.36045393249,2431.14105040888,12,L,25.027,0.73,12,1
28,1-6-NB02-9,4065.99338078285,2450.98976613534,0,0,0,0,4078.50707075444,2451.35493212296,4053.47969081127,2451.35493212296,4053.47969081127,2450.62460014773,4078.50707075444,2450.62460014773,12,L,25.027,0.73,12,1
28,1-6-NB02-9,4065.99338078285,2450.21129943813,1,0,0,0,4078.50707075444,2450.57646542575,4053.47969081127,2450.57646542574,4053.47969081127,2449.84613345051,4078.50707075444,2449.84613345051,12,L,25.027,0.73,12,1
29,1-6-NB02-10,4065.99338078285,2449.43283274091,0,0,0,0,4078.50707075444,2449.79799872853,4053.47969081127,2449.79799872853,4053.47969081127,2449.0676667533,4078.50707075444,2449.0676667533,12,L,25.027,0.73,12,1
29,1-6-NB02-10,4065.99338078285,2448.6543660437,1,0,0,0,4078.50707075444,2449.01953203131,4053.47969081127,2449.01953203131,4053.47969081127,2448.28920005608,4078.50707075444,2448.28920005608,12,L,25.027,0.73,12,1
30,1-6-NB02-11,4091.42501740391,2450.89216182289,0,0,0,0,4103.9387073755,2451.25732781051,4078.91132743233,2451.25732781051,4078.91132743233,2450.52699583527,4103.9387073755,2450.52699583527,12,L,25.027,0.73,12,1
30,1-6-NB02-11,4091.42501740391,2450.11369512567,1,0,0,0,4103.9387073755,2450.47886111329,4078.91132743233,2450.47886111329,4078.91132743233,2449.74852913806,4103.9387073755,2449.74852913806,12,L,25.027,0.73,12,1
31,1-6-NB02-12,4091.42501740391,2449.33522842846,0,0,0,0,4103.9387073755,2449.70039441607,4078.91132743233,2449.70039441608,4078.91132743233,2448.97006244084,4103.9387073755,2448.97006244084,12,L,25.027,0.73,12,1
31,1-6-NB02-12,4091.42501740391,2448.55676173124,1,0,0,0,4103.9387073755,2448.92192771886,4078.91132743233,2448.92192771886,4078.91132743233,2448.19159574363,4103.9387073755,2448.19159574363,12,L,25.027,0.73,12,1
32,1-6-NB02-13,4116.88542212944,2450.80817634726,0,0,0,0,4129.39911210103,2451.17334233487,4104.37173215786,2451.17334233487,4104.37173215786,2450.44301035964,4129.39911210103,2450.44301035964,12,L,25.027,0.73,12,1
32,1-6-NB02-13,4116.88542212944,2450.02970965004,1,0,0,0,4129.39911210103,2450.39487563766,4104.37173215786,2450.39487563766,4104.37173215786,2449.66454366243,4129.39911210103,2449.66454366243,12,L,25.027,0.73,12,1
33,1-6-NB02-14,4116.88542212944,2449.25124295283,0,0,0,0,4129.39911210103,2449.61640894044,4104.37173215786,2449.61640894044,4104.37173215786,2448.88607696521,4129.39911210103,2448.88607696521,12,L,25.027,0.73,12,1
33,1-6-NB02-14,4116.88542212944,2448.47277625561,1,0,0,0,4129.39911210103,2448.83794224323,4104.37173215786,2448.83794224323,4104.37173215786,2448.10761026799,4129.39911210103,2448.10761026799,12,L,25.027,0.73,12,1
34,1-6-NB02-15,4144.05522130017,2450.69584080757,0,0,0,0,4156.56891127175,2451.06100679519,4131.54153132858,2451.06100679519,4131.54153132858,2450.33067481995,4156.56891127175,2450.33067481995,12,L,25.027,0.73,12,1
34,1-6-NB02-15,4144.05522130017,2449.91737411035,1,0,0,0,4156.56891127175,2450.28254009797,4131.54153132858,2450.28254009797,4131.54153132858,2449.55220812274,4156.56891127175,2449.55220812274,12,L,25.027,0.73,12,1
35,1-6-NB02-16,4144.05522130017,2449.13890741314,0,0,0,0,4156.56891127175,2449.50407340075,4131.54153132858,2449.50407340075,4131.54153132858,2448.77374142552,4156.56891127175,2448.77374142552,12,L,25.027,0.73,12,1
35,1-6-NB02-16,4144.05522130017,2448.36044071592,1,0,0,0,4156.56891127175,2448.72560670354,4131.54153132858,2448.72560670354,4131.54153132858,2447.99527472831,4156.56891127175,2447.99527472831,12,L,25.027,0.73,12,1
36,1-6-NB03-1,4169.52318160478,2450.59977795039,0,0,0,0,4182.03687157637,2450.96494393801,4157.0094916332,2450.96494393801,4157.0094916332,2450.23461196277,4182.03687157637,2450.23461196277,12,L,25.027,0.73,12,1
36,1-6-NB03-1,4169.52318160478,2449.82131125317,1,0,0,0,4182.03687157637,2450.18647724079,4157.0094916332,2450.18647724079,4157.0094916332,2449.45614526556,4182.03687157637,2449.45614526556,12,L,25.027,0.73,12,1
37,1-6-NB03-2,4169.52318160478,2449.04284455596,0,0,0,0,4182.03687157637,2449.40801054357,4157.0094916332,2449.40801054357,4157.0094916332,2448.67767856834,4182.03687157637,2448.67767856834,12,L,25.027,0.73,12,1
37,1-6-NB03-2,4169.52318160478,2448.26437785874,1,0,0,0,4182.03687157637,2448.62954384636,4157.0094916332,2448.62954384636,4157.0094916332,2447.89921187112,4182.03687157637,2447.89921187113,12,L,25.027,0.73,12,1
38,1-6-NB03-3,4195.00505176212,2450.5282512473,0,0,0,0,4207.51874173371,2450.89341723492,4182.49136179054,2450.89341723492,4182.49136179054,2450.16308525968,4207.51874173371,2450.16308525968,12,L,25.027,0.73,12,1
38,1-6-NB03-3,4195.00505176212,2449.74978455008,1,0,0,0,4207.51874173371,2450.1149505377,4182.49136179054,2450.1149505377,4182.49136179054,2449.38461856247,4207.51874173371,2449.38461856247,12,L,25.027,0.73,12,1
39,1-6-NB03-4,4195.00505176212,2448.97131785287,0,0,0,0,4207.51874173371,2449.33648384048,4182.49136179054,2449.33648384048,4182.49136179054,2448.60615186525,4207.51874173371,2448.60615186525,12,L,25.027,0.73,12,1
39,1-6-NB03-4,4195.00505176212,2448.19285115565,1,0,0,0,4207.51874173371,2448.55801714327,4182.49136179054,2448.55801714327,4182.49136179054,2447.82768516803,4207.51874173371,2447.82768516804,12,L,25.027,0.73,12,1
40,1-6-NB02-1,4116.92516004958,2467.28822431678,0,0,0,0,4129.43885002116,2467.65339030439,4104.41147007799,2467.65339030439,4104.41147007799,2466.92305832916,4129.43885002116,2466.92305832916,12,L,25.027,0.73,12,1
40,1-6-NB02-1,4116.92516004958,2466.50975761956,1,0,0,0,4129.43885002116,2466.87492360718,4104.41147007799,2466.87492360718,4104.41147007799,2466.14459163195,4129.43885002116,2466.14459163194,12,L,25.027,0.73,12,1
41,1-6-NB02-2,4116.92516004958,2465.73129092235,0,0,0,0,4129.43885002116,2466.09645690996,4104.41147007799,2466.09645690996,4104.41147007799,2465.36612493473,4129.43885002116,2465.36612493473,12,L,25.027,0.73,12,1
41,1-6-NB02-2,4116.92516004958,2464.95282422513,1,0,0,0,4129.43885002116,2465.31799021275,4104.41147007799,2465.31799021275,4104.41147007799,2464.58765823751,4129.43885002116,2464.58765823751,12,L,25.027,0.73,12,1
42,1-6-NB02-3,4144.13890170956,2467.13312531163,0,0,0,0,4156.65259168114,2467.49829129925,4131.62521173798,2467.49829129925,4131.62521173798,2466.76795932402,4156.65259168115,2466.76795932402,12,L,25.027,0.73,12,1
42,1-6-NB02-3,4144.13890170956,2466.35465861442,1,0,0,0,4156.65259168115,2466.71982460203,4131.62521173798,2466.71982460203,4131.62521173798,2465.9894926268,4156.65259168115,2465.9894926268,12,L,25.027,0.73,12,1
43,1-6-NB02-4,4144.13890170956,2465.5761919172,0,0,0,0,4156.65259168114,2465.94135790482,4131.62521173798,2465.94135790482,4131.62521173798,2465.21102592959,4156.65259168114,2465.21102592959,12,L,25.027,0.73,12,1
43,1-6-NB02-4,4144.13890170956,2464.79772521999,1,0,0,0,4156.65259168115,2465.1628912076,4131.62521173797,2465.1628912076,4131.62521173798,2464.43255923237,4156.65259168115,2464.43255923237,12,L,25.027,0.73,12,1
44,1-6-NB02-5,4169.60686201418,2467.03706245445,0,0,0,0,4182.12055198576,2467.40222844207,4157.09317204259,2467.40222844207,4157.09317204259,2466.67189646684,4182.12055198576,2466.67189646684,12,L,25.027,0.73,12,1
44,1-6-NB02-5,4169.60686201418,2466.25859575724,1,0,0,0,4182.12055198576,2466.62376174485,4157.09317204259,2466.62376174485,4157.09317204259,2465.89342976962,4182.12055198576,2465.89342976962,12,L,25.027,0.73,12,1
45,1-6-NB02-6,4169.60686201418,2465.48012906002,0,0,0,0,4182.12055198576,2465.84529504764,4157.09317204259,2465.84529504764,4157.09317204259,2465.1149630724,4182.12055198576,2465.1149630724,12,L,25.027,0.73,12,1
45,1-6-NB02-6,4169.60686201418,2464.70166236281,1,0,0,0,4182.12055198576,2465.06682835042,4157.09317204259,2465.06682835042,4157.09317204259,2464.33649637519,4182.12055198576,2464.33649637519,12,L,25.027,0.73,12,1
46,1-6-NB02-7,4195.08873217152,2466.96553575136,0,0,0,0,4207.6024221431,2467.33070173898,4182.57504219993,2467.33070173898,4182.57504219993,2466.60036976375,4207.6024221431,2466.60036976375,12,L,25.027,0.73,12,1
46,1-6-NB02-7,4195.08873217152,2466.18706905415,1,0,0,0,4207.6024221431,2466.55223504176,4182.57504219993,2466.55223504176,4182.57504219993,2465.82190306653,4207.6024221431,2465.82190306653,12,L,25.027,0.73,12,1
47,1-6-NB02-8,4195.08873217152,2465.40860235693,0,0,0,0,4207.6024221431,2465.77376834455,4182.57504219993,2465.77376834455,4182.57504219993,2465.04343636932,4207.6024221431,2465.04343636932,12,L,25.027,0.73,12,1
47,1-6-NB02-8,4195.08873217152,2464.63013565972,1,0,0,0,4207.6024221431,2464.99530164733,4182.57504219993,2464.99530164733,4182.57504219993,2464.2649696721,4207.6024221431,2464.2649696721,12,L,25.027,0.73,12,1
