string_idx,string_name,string_name_x,string_name_y,string_box_idx,CB_name,Phase,string_num,string_box_v1_x,string_box_v1_y,string_box_v2_x,string_box_v2_y,string_box_v3_x,string_box_v3_y,string_box_v4_x,string_box_v4_y,num_modules
0,I-14-NB02-7,112.47576588286,235.883171986155,0,0,0,0,125.685091728062,236.24902839287,99.2664400376584,236.24902839287,99.2664400376584,235.517315579441,125.685091728062,235.51731557944,12
0,I-14-NB02-7,112.47576588286,235.089982341285,1,0,0,0,125.685091728062,235.455838748,99.2664400376584,235.455838748,99.2664400376583,234.724125934571,125.685091728062,234.72412593457,12
1,I-14-NB02-8,112.47576588286,234.296792696415,0,0,0,0,125.685091728062,234.662649103129,99.2664400376583,234.66264910313,99.2664400376583,233.9309362897,125.685091728062,233.9309362897,12
1,I-14-NB02-8,112.47576588286,233.503603051544,1,0,0,0,125.685091728062,233.869459458259,99.2664400376583,233.869459458259,99.2664400376583,233.13774664483,125.685091728062,233.137746644829,12
2,I-14-NB02-9,139.177995039746,235.958875459952,0,0,0,0,152.387320884948,236.324731866667,125.968669194545,236.324731866667,125.968669194544,235.593019053238,152.387320884948,235.593019053237,12
2,I-14-NB02-9,139.177995039746,235.165685815082,1,0,0,0,152.387320884948,235.531542221797,125.968669194545,235.531542221797,125.968669194545,234.799829408367,152.387320884948,234.799829408367,12
3,I-14-NB02-10,139.177995039746,234.372496170212,0,0,0,0,152.387320884948,234.738352576926,125.968669194545,234.738352576926,125.968669194545,234.006639763497,152.387320884948,234.006639763496,12
3,I-14-NB02-10,139.177995039746,233.579306525341,1,0,0,0,152.387320884948,233.945162932056,125.968669194545,233.945162932056,125.968669194545,233.213450118627,152.387320884948,233.213450118626,12
4,I-14-NB02-11,165.925980565245,236.091166996254,0,0,0,0,179.135306410447,236.457023402968,152.716654720044,236.457023402968,152.716654720044,235.725310589539,179.135306410447,235.725310589538,12
4,I-14-NB02-11,165.925980565245,235.297977351383,1,0,0,0,179.135306410447,235.663833758098,152.716654720044,235.663833758098,152.716654720044,234.932120944669,179.135306410447,234.932120944668,12
5,I-14-NB02-12,165.925980565245,234.504787706513,0,0,0,0,179.135306410447,234.870644113228,152.716654720044,234.870644113228,152.716654720044,234.138931299798,179.135306410447,234.138931299798,12
5,I-14-NB02-12,165.925980565245,233.711598061643,1,0,0,0,179.135306410447,234.077454468357,152.716654720044,234.077454468357,152.716654720044,233.345741654928,179.135306410447,233.345741654927,12
6,I-14-NB03-1,112.513823051674,218.646976493943,0,0,0,0,125.723148896876,219.012832900657,99.3044972064726,219.012832900657,99.3044972064726,218.281120087228,125.723148896876,218.281120087227,12
6,I-14-NB03-1,112.513823051674,217.853786849072,1,0,0,0,125.723148896876,218.219643255787,99.3044972064726,218.219643255787,99.3044972064726,217.487930442358,125.723148896876,217.487930442357,12
7,I-14-NB03-2,112.513823051674,217.060597204202,0,0,0,0,125.723148896876,217.426453610917,99.3044972064726,217.426453610917,99.3044972064726,216.694740797487,125.723148896876,216.694740797487,12
7,I-14-NB03-2,112.513823051674,216.267407559332,1,0,0,0,125.723148896876,216.633263966046,99.3044972064726,216.633263966046,99.3044972064726,215.901551152617,125.723148896876,215.901551152616,12
8,I-14-NB03-3,139.226018193205,218.749593177822,0,0,0,0,152.435344038407,219.115449584537,126.016692348004,219.115449584537,126.016692348004,218.383736771107,152.435344038407,218.383736771107,12
8,I-14-NB03-3,139.226018193205,217.956403532952,1,0,0,0,152.435344038407,218.322259939666,126.016692348004,218.322259939666,126.016692348004,217.590547126237,152.435344038407,217.590547126236,12
9,I-14-NB03-4,139.226018193205,217.163213888081,0,0,0,0,152.435344038407,217.529070294796,126.016692348004,217.529070294796,126.016692348004,216.797357481367,152.435344038407,216.797357481366,12
9,I-14-NB03-4,139.226018193205,216.370024243211,1,0,0,0,152.435344038407,216.735880649926,126.016692348004,216.735880649926,126.016692348004,216.004167836496,152.435344038407,216.004167836496,12
10,I-14-NB03-5,166.032210758688,218.862643149111,0,0,0,0,179.24153660389,219.228499555826,152.822884913486,219.228499555826,152.822884913486,218.496786742396,179.24153660389,218.496786742396,12
10,I-14-NB03-5,166.032210758688,218.069453504241,1,0,0,0,179.24153660389,218.435309910955,152.822884913486,218.435309910955,152.822884913486,217.703597097526,179.24153660389,217.703597097525,12
11,I-14-NB03-6,166.032210758688,217.27626385937,0,0,0,0,179.24153660389,217.642120266085,152.822884913486,217.642120266085,152.822884913486,216.910407452656,179.24153660389,216.910407452655,12
11,I-14-NB03-6,166.032210758688,216.4830742145,1,0,0,0,179.24153660389,216.848930621215,152.822884913486,216.848930621215,152.822884913486,216.117217807785,179.24153660389,216.117217807785,12
12,I-14-NB03-13,112.624039033692,201.455515610682,0,0,0,0,125.833364878894,201.821372017397,99.4147131884902,201.821372017397,99.4147131884902,201.089659203968,125.833364878894,201.089659203967,12
12,I-14-NB03-13,112.624039033692,200.662325965812,1,0,0,0,125.833364878894,201.028182372527,99.4147131884902,201.028182372527,99.4147131884902,200.296469559098,125.833364878894,200.296469559097,12
13,I-14-NB03-14,112.624039033692,199.869136320942,0,0,0,0,125.833364878894,200.234992727657,99.4147131884902,200.234992727657,99.4147131884902,199.503279914227,125.833364878894,199.503279914227,12
13,I-14-NB03-14,112.624039033692,199.075946676071,1,0,0,0,125.833364878894,199.441803082786,99.4147131884902,199.441803082786,99.4147131884902,198.710090269357,125.833364878894,198.710090269356,12
14,I-14-NB03-15,139.395194792546,201.569917050543,0,0,0,0,152.604520637748,201.935773457258,126.185868947344,201.935773457258,126.185868947344,201.204060643829,152.604520637748,201.204060643828,12
14,I-14-NB03-15,139.395194792546,200.776727405673,1,0,0,0,152.604520637748,201.142583812388,126.185868947344,201.142583812388,126.185868947344,200.410870998958,152.604520637748,200.410870998958,12
15,I-14-NB03-16,139.395194792546,199.983537760803,0,0,0,0,152.604520637748,200.349394167517,126.185868947344,200.349394167517,126.185868947344,199.617681354088,152.604520637747,199.617681354087,12
15,I-14-NB03-16,139.395194792546,199.190348115932,1,0,0,0,152.604520637748,199.556204522647,126.185868947344,199.556204522647,126.185868947344,198.824491709218,152.604520637747,198.824491709217,12
16,I-14-NB04-5,112.7422750155,184.309698642401,0,0,0,0,125.951600860702,184.675555049116,99.5329491702982,184.675555049116,99.5329491702982,183.943842235687,125.951600860702,183.943842235686,12
16,I-14-NB04-5,112.7422750155,183.516508997531,1,0,0,0,125.951600860702,183.882365404246,99.5329491702982,183.882365404246,99.5329491702983,183.150652590816,125.951600860702,183.150652590816,12
17,I-14-NB04-6,112.7422750155,182.723319352661,0,0,0,0,125.951600860702,183.089175759375,99.5329491702982,183.089175759375,99.5329491702982,182.357462945946,125.951600860702,182.357462945945,12
17,I-14-NB04-6,112.7422750155,181.93012970779,1,0,0,0,125.951600860702,182.295986114505,99.5329491702982,182.295986114505,99.5329491702982,181.564273301076,125.951600860702,181.564273301075,12
18,I-14-NB04-7,139.513430774354,184.424100082262,0,0,0,0,152.722756619556,184.789956488977,126.304104929152,184.789956488977,126.304104929152,184.058243675547,152.722756619556,184.058243675547,12
18,I-14-NB04-7,139.513430774354,183.630910437392,1,0,0,0,152.722756619556,183.996766844106,126.304104929152,183.996766844106,126.304104929152,183.265054030677,152.722756619556,183.265054030676,12
19,I-14-NB04-8,139.513430774354,182.837720792521,0,0,0,0,152.722756619556,183.203577199236,126.304104929152,183.203577199236,126.304104929152,182.471864385807,152.722756619556,182.471864385806,12
19,I-14-NB04-8,139.513430774354,182.044531147651,1,0,0,0,152.722756619556,182.410387554366,126.304104929152,182.410387554366,126.304104929152,181.678674740936,152.722756619556,181.678674740936,12
20,I-14-NB04-9,166.189956588517,184.537150053551,0,0,0,0,179.399282433719,184.903006460266,152.980630743316,184.903006460266,152.980630743316,184.171293646836,179.399282433719,184.171293646836,12
