string_idx,string_name,string_name_x,string_name_y,string_box_idx,CB_name,Phase,string_num,string_box_v1_x,string_box_v1_y,string_box_v2_x,string_box_v2_y,string_box_v3_x,string_box_v3_y,string_box_v4_x,string_box_v4_y,num_modules,module_orientation,num_module_along_x,num_module_along_y
16,19-9,5228.1619107318,742.231664864117,1,0,0,0,5217.39347960199,741.631664864117,5238.93034186162,741.631664864117,5238.93034186162,742.831664864117,5217.39347960199,742.831664864118,325,L,10,1
17,19-8,5228.1619107318,743.53517880928,0,0,0,0,5217.39347960199,742.93517880928,5238.93034186162,742.93517880928,5238.93034186162,744.13517880928,5217.39347960199,744.13517880928,324,L,10,1
17,19-8,5228.16191073181,744.838692754442,1,0,0,0,5217.39347960199,744.238692754442,5238.93034186162,744.238692754441,5238.93034186162,745.438692754442,5217.39347960199,745.438692754442,323,L,10,1
18,19-7,5228.1619107318,746.142206699604,0,0,0,0,5217.39347960199,745.542206699604,5238.93034186162,745.542206699604,5238.93034186162,746.742206699605,5217.39347960199,746.742206699604,322,L,10,1
18,19-7,5228.1619107318,747.445720644766,1,0,0,0,5217.39347960199,746.845720644766,5238.93034186162,746.845720644766,5238.93034186162,748.045720644766,5217.39347960199,748.045720644766,321,L,10,1
19,19-6,5206.64330928727,740.928150918955,0,0,0,0,5195.87487815746,740.328150918955,5217.41174041709,740.328150918955,5217.41174041709,741.528150918955,5195.87487815746,741.528150918955,320,L,10,1
19,19-6,5206.64330928727,742.231664864117,1,0,0,0,5195.87487815746,741.631664864117,5217.41174041709,741.631664864116,5217.41174041709,742.831664864117,5195.87487815746,742.831664864118,319,L,10,1
20,19-5,5206.64330928727,743.53517880928,0,0,0,0,5195.87487815746,742.93517880928,5217.41174041709,742.935178809279,5217.41174041709,744.13517880928,5195.87487815746,744.13517880928,318,L,10,1
20,19-5,5206.64330928727,744.838692754442,1,0,0,0,5195.87487815746,744.238692754442,5217.41174041709,744.238692754442,5217.41174041709,745.438692754442,5195.87487815746,745.438692754441,317,L,10,1
21,19-4,5206.64330928727,746.142206699604,0,0,0,0,5195.87487815746,745.542206699604,5217.41174041709,745.542206699603,5217.41174041709,746.742206699604,5195.87487815746,746.742206699604,316,L,10,1
21,19-4,5206.64330928727,747.445720644766,1,0,0,0,5195.87487815746,746.845720644766,5217.41174041709,746.845720644765,5217.41174041709,748.045720644766,5195.87487815746,748.045720644766,315,L,10,1
22,22-2,5190.50435820387,740.928150918955,0,0,0,0,5185.11557743519,740.328150918955,5195.89313897255,740.328150918955,5195.89313897255,741.528150918954,5185.11557743519,741.528150918954,314,L,5,1
22,22-2,5190.50435820387,742.231664864117,1,0,0,0,5185.11557743519,741.631664864117,5195.89313897255,741.631664864116,5195.89313897255,742.831664864117,5185.11557743519,742.831664864117,313,L,5,1
22,22-2,5190.50435820387,743.535178809279,2,0,0,0,5185.11557743519,742.935178809279,5195.89313897255,742.935178809279,5195.89313897255,744.135178809279,5185.11557743519,744.135178809279,312,L,5,1
22,22-2,5190.50435820387,744.838692754442,3,0,0,0,5185.11557743519,744.238692754442,5195.89313897255,744.238692754442,5195.89313897255,745.438692754441,5185.11557743519,745.438692754441,311,L,5,1
23,22-1,5189.42842813165,746.142206699604,0,0,0,0,5182.96371729074,745.542206699604,5195.89313897255,745.542206699604,5195.89313897255,746.742206699604,5182.96371729074,746.742206699605,310,L,6,1
23,22-1,5193.73214842055,747.445720644766,1,0,0,0,5191.57115786855,746.845720644766,5195.89313897255,746.845720644766,5195.89313897255,748.045720644765,5191.57115786855,748.045720644765,309,L,2,1
24,19-3,5206.64330928727,749.049302744743,0,0,0,0,5195.87487815746,748.449302744742,5217.41174041709,748.449302744742,5217.41174041709,749.649302744743,5195.87487815746,749.649302744743,308,L,10,1
24,19-3,5206.64330928727,750.352816689905,1,0,0,0,5195.87487815746,749.752816689905,5217.41174041709,749.752816689904,5217.41174041709,750.952816689905,5195.87487815746,750.952816689905,307,L,10,1
25,18-6,5206.64330928727,751.656330635068,0,0,0,0,5195.87487815746,751.056330635068,5217.41174041709,751.056330635068,5217.41174041709,752.256330635068,5195.87487815746,752.256330635068,306,L,10,1
25,18-6,5206.64330928727,752.95984458023,1,0,0,0,5195.87487815746,752.35984458023,5217.41174041709,752.359844580229,5217.41174041709,753.55984458023,5195.87487815746,753.55984458023,305,L,10,1
26,18-5,5206.64330928727,754.263358525392,0,0,0,0,5195.87487815746,753.663358525391,5217.41174041709,753.663358525391,5217.41174041709,754.863358525392,5195.87487815746,754.863358525392,304,L,10,1
26,18-5,5206.64330928727,755.566872470553,1,0,0,0,5195.87487815746,754.966872470553,5217.41174041709,754.966872470553,5217.41174041709,756.166872470554,5195.87487815746,756.166872470553,303,L,10,1
27,19-2,5187.27656798719,747.445720644766,0,0,0,0,5182.96371729074,746.845720644766,5191.58941868365,746.845720644766,5191.58941868365,748.045720644766,5182.96371729074,748.045720644766,302,L,4,1
27,19-2,5189.42842813165,749.049302744743,1,0,0,0,5182.96371729074,748.449302744743,5195.89313897255,748.449302744743,5195.89313897255,749.649302744743,5182.96371729074,749.649302744743,301,L,6,1
27,19-2,5189.42842813165,750.352816689905,2,0,0,0,5182.96371729074,749.752816689905,5195.89313897255,749.752816689905,5195.89313897255,750.952816689905,5182.96371729074,750.952816689905,300,L,6,1
28,19-1,5190.50435820387,751.656330635067,0,0,0,0,5185.11557743519,751.056330635068,5195.89313897255,751.056330635068,5195.89313897255,752.256330635068,5185.11557743519,752.256330635067,299,L,5,1
28,19-1,5190.50435820387,752.959844580228,1,0,0,0,5185.11557743519,752.359844580229,5195.89313897255,752.359844580228,5195.89313897255,753.559844580228,5185.11557743519,753.559844580228,298,L,5,1
28,19-1,5190.50435820387,754.263358525391,2,0,0,0,5185.11557743519,753.66335852539,5195.89313897255,753.663358525391,5195.89313897255,754.863358525391,5185.11557743519,754.863358525391,297,L,5,1
28,19-1,5190.50435820387,755.566872470553,3,0,0,0,5185.11557743519,754.966872470553,5195.89313897255,754.966872470553,5195.89313897255,756.166872470553,5185.11557743519,756.166872470553,296,L,5,1
29,16-9,5143.66013173191,717.603294535591,0,0,0,0,5132.89170060209,717.003294535592,5154.42856286172,717.003294535591,5154.42856286172,718.203294535591,5132.89170060209,718.203294535591,295,L,10,1
29,16-9,5143.66013173191,718.906808480753,1,0,0,0,5132.89170060209,718.306808480753,5154.42856286172,718.306808480753,5154.42856286172,719.506808480753,5132.89170060209,719.506808480753,294,L,10,1
30,16-8,5143.66013173191,720.210322425915,0,0,0,0,5132.89170060209,719.610322425915,5154.42856286172,719.610322425915,5154.42856286172,720.810322425915,5132.89170060209,720.810322425915,293,L,10,1
30,16-8,5143.66013173191,721.513836371077,1,0,0,0,5132.89170060209,720.913836371077,5154.42856286172,720.913836371077,5154.42856286172,722.113836371077,5132.89170060209,722.113836371077,292,L,10,1
31,16-7,5143.66013173191,722.817350316239,0,0,0,0,5132.89170060209,722.217350316238,5154.42856286172,722.217350316238,5154.42856286172,723.417350316239,5132.89170060209,723.417350316239,291,L,10,1
31,16-7,5143.66013173191,724.120864261401,1,0,0,0,5132.89170060209,723.520864261401,5154.42856286172,723.520864261401,5154.42856286172,724.720864261401,5132.89170060209,724.720864261402,290,L,10,1
32,16-6,5143.66013173191,725.424378206563,0,0,0,0,5132.89170060209,724.824378206563,5154.42856286172,724.824378206563,5154.42856286172,726.024378206563,5132.89170060209,726.024378206563,289,L,10,1
32,16-6,5143.66013173191,727.158227618449,1,0,0,0,5132.89170060209,726.558227618449,5154.42856286172,726.558227618449,5154.42856286172,727.758227618449,5132.89170060209,727.758227618449,288,L,10,1
33,16-5,5143.66013173191,728.461741563612,0,0,0,0,5132.89170060209,727.861741563612,5154.42856286172,727.861741563612,5154.42856286172,729.061741563612,5132.89170060209,729.061741563612,287,L,10,1
33,16-5,5143.66013173191,729.765255508774,1,0,0,0,5132.89170060209,729.165255508774,5154.42856286172,729.165255508773,5154.42856286172,730.365255508774,5132.89170060209,730.365255508774,286,L,10,1
34,16-4,5143.66013173191,731.068769453936,0,0,0,0,5132.89170060209,730.468769453936,5154.42856286172,730.468769453936,5154.42856286172,731.668769453936,5132.89170060209,731.668769453936,285,L,10,1
34,16-4,5143.66013173191,732.372283399098,1,0,0,0,5132.89170060209,731.772283399098,5154.42856286172,731.772283399097,5154.42856286172,732.972283399098,5132.89170060209,732.972283399098,284,L,10,1
35,16-3,5143.66013173191,733.67579734426,0,0,0,0,5132.89170060209,733.075797344259,5154.42856286172,733.07579734426,5154.42856286172,734.27579734426,5132.89170060209,734.27579734426,283,L,10,1
35,16-3,5143.66013173191,734.979311289422,1,0,0,0,5132.89170060209,734.379311289423,5154.42856286172,734.379311289422,5154.42856286172,735.579311289423,5132.89170060209,735.579311289423,282,L,10,1
36,12-9,5143.66013173191,736.66298760853,0,0,0,0,5132.89170060209,736.062987608531,5154.42856286172,736.06298760853,5154.42856286172,737.262987608531,5132.89170060209,737.26298760853,281,L,10,1
36,12-9,5143.66013173191,737.966501553692,1,0,0,0,5132.89170060209,737.366501553692,5154.42856286172,737.366501553692,5154.42856286172,738.566501553691,5132.89170060209,738.566501553692,280,L,10,1
37,12-8,5143.66013173191,739.270015498854,0,0,0,0,5132.89170060209,738.670015498854,5154.42856286172,738.670015498854,5154.42856286172,739.870015498855,5132.89170060209,739.870015498855,279,L,10,1
37,12-8,5143.66013173191,740.573529444017,1,0,0,0,5132.89170060209,739.973529444017,5154.42856286172,739.973529444017,5154.42856286172,741.173529444016,5132.89170060209,741.173529444017,278,L,10,1
38,12-7,5143.66013173191,741.877043389178,0,0,0,0,5132.89170060209,741.277043389178,5154.42856286172,741.277043389178,5154.42856286172,742.477043389179,5132.89170060209,742.477043389179,277,L,10,1
38,12-7,5143.66013173191,743.180557334341,1,0,0,0,5132.89170060209,742.580557334341,5154.42856286172,742.58055733434,5154.42856286172,743.780557334341,5132.89170060209,743.78055733434,276,L,10,1
39,12-6,5143.66013173191,744.484071279502,0,0,0,0,5132.89170060209,743.884071279502,5154.42856286172,743.884071279502,5154.42856286172,745.084071279503,5132.89170060209,745.084071279502,275,L,10,1
39,12-6,5143.66013173191,746.16011042325,1,0,0,0,5132.89170060209,745.560110423251,5154.42856286172,745.560110423251,5154.42856286172,746.760110423249,5132.89170060209,746.76011042325,274,L,10,1
40,12-5,5143.66013173191,747.463624368413,0,0,0,0,5132.89170060209,746.863624368413,5154.42856286172,746.863624368413,5154.42856286172,748.063624368413,5132.89170060209,748.063624368413,273,L,10,1
40,12-5,5143.66013173191,748.767138313574,1,0,0,0,5132.89170060209,748.167138313574,5154.42856286172,748.167138313574,5154.42856286172,749.367138313575,5132.89170060209,749.367138313575,272,L,10,1
41,12-4,5143.66013173191,750.070652258737,0,0,0,0,5132.89170060209,749.470652258736,5154.42856286172,749.470652258737,5154.42856286172,750.670652258737,5132.89170060209,750.670652258736,271,L,10,1
41,12-4,5143.66013173191,751.374166203899,1,0,0,0,5132.89170060209,750.774166203899,5154.42856286172,750.774166203898,5154.42856286172,751.974166203899,5132.89170060209,751.974166203899,270,L,10,1
42,12-3,5143.66013173191,752.677680149061,0,0,0,0,5132.89170060209,752.077680149062,5154.42856286172,752.077680149061,5154.42856286172,753.277680149061,5132.89170060209,753.277680149061,269,L,10,1
42,12-3,5143.66013173191,753.981194094223,1,0,0,0,5132.89170060209,753.381194094223,5154.42856286172,753.381194094223,5154.42856286172,754.581194094224,5132.89170060209,754.581194094223,268,L,10,1
43,15-9,5126.04456843277,724.120864261401,0,0,0,0,5119.57985759186,723.520864261402,5132.50927927368,723.520864261401,5132.50927927368,724.720864261401,5119.57985759186,724.7208642614,267,L,6,1
43,15-9,5114.27611023607,724.120864261401,1,0,0,0,5109.96325953962,723.520864261402,5118.58896093253,723.520864261402,5118.58896093253,724.720864261401,5109.96325953962,724.720864261401,266,L,4,1
44,15-4,5098.92782935196,717.603294535591,0,0,0,0,5088.15939822214,717.003294535591,5109.69626048177,717.003294535591,5109.69626048177,718.203294535591,5088.15939822214,718.203294535591,265,L,10,1
44,15-4,5098.92782935196,718.906808480753,1,0,0,0,5088.15939822214,718.306808480753,5109.69626048177,718.306808480752,5109.69626048177,719.506808480753,5088.15939822214,719.506808480753,264,L,10,1
45,15-3,5098.92782935196,720.210322425915,0,0,0,0,5088.15939822214,719.610322425915,5109.69626048177,719.610322425915,5109.69626048177,720.810322425915,5088.15939822214,720.810322425915,263,L,10,1
45,15-3,5098.92782935196,721.513836371077,1,0,0,0,5088.15939822214,720.913836371077,5109.69626048177,720.913836371077,5109.69626048177,722.113836371077,5088.15939822214,722.113836371077,262,L,10,1
46,15-2,5098.92782935196,722.817350316239,0,0,0,0,5088.15939822214,722.217350316238,5109.69626048177,722.217350316238,5109.69626048177,723.417350316239,5088.15939822214,723.41735031624,261,L,10,1
46,15-2,5098.92782935196,724.120864261401,1,0,0,0,5088.15939822214,723.520864261402,5109.69626048177,723.520864261401,5109.69626048177,724.720864261401,5088.15939822214,724.720864261402,260,L,10,1
47,15-1,5083.51662789433,717.603294535591,0,0,0,0,5079.20377719787,717.003294535592,5087.82947859078,717.003294535591,5087.82947859078,718.203294535591,5079.20377719787,718.203294535592,259,L,4,1
47,15-1,5083.51662789433,718.906808480753,1,0,0,0,5079.20377719787,718.306808480754,5087.82947859078,718.306808480752,5087.82947859078,719.506808480753,5079.20377719787,719.506808480753,258,L,4,1
47,15-1,5083.51662789433,720.210322425915,2,0,0,0,5079.20377719787,719.610322425916,5087.82947859078,719.610322425915,5087.82947859078,720.810322425915,5079.20377719787,720.810322425915,257,L,4,1
47,15-1,5083.51662789433,721.513836371077,3,0,0,0,5079.20377719787,720.913836371078,5087.82947859078,720.913836371077,5087.82947859078,722.113836371077,5079.20377719787,722.113836371077,256,L,4,1
47,15-1,5083.51662789433,722.817350316239,4,0,0,0,5079.20377719787,722.217350316239,5087.82947859078,722.217350316239,5087.82947859078,723.41735031624,5079.20377719787,723.41735031624,255,L,4,1
48,17-8,5079.21290760542,724.120864261401,0,0,0,0,5072.74819676451,723.520864261401,5085.67761844633,723.5208642614,5085.67761844633,724.720864261401,5072.74819676451,724.720864261401,254,L,6,1
49,15-8,5126.04456843277,725.424378206564,0,0,0,0,5119.57985759186,724.824378206564,5132.50927927368,724.824378206564,5132.50927927368,726.024378206564,5119.57985759186,726.024378206563,253,L,6,1
49,15-8,5126.04456843277,727.158227618449,1,0,0,0,5119.57985759186,726.55822761845,5132.50927927368,726.558227618449,5132.50927927368,727.75822761845,5119.57985759186,727.758227618449,252,L,6,1
49,15-8,5114.27611023607,725.424378206563,2,0,0,0,5109.96325953962,724.824378206563,5118.58896093253,724.824378206564,5118.58896093253,726.024378206563,5109.96325953962,726.024378206564,251,L,4,1
49,15-8,5114.27611023607,727.158227618449,3,0,0,0,5109.96325953962,726.558227618449,5118.58896093253,726.55822761845,5118.58896093253,727.758227618449,5109.96325953962,727.758227618449,250,L,4,1
50,14-9,5098.92782935196,725.424378206563,0,0,0,0,5088.15939822214,724.824378206563,5109.69626048177,724.824378206563,5109.69626048177,726.024378206563,5088.15939822214,726.024378206563,249,L,10,1
50,14-9,5098.92782935196,727.158227618449,1,0,0,0,5088.15939822214,726.558227618449,5109.69626048177,726.558227618449,5109.69626048177,727.758227618449,5088.15939822214,727.758227618449,248,L,10,1
51,15-6,5126.04456843277,728.461741563612,0,0,0,0,5119.57985759186,727.861741563611,5132.50927927368,727.861741563612,5132.50927927368,729.061741563612,5119.57985759186,729.061741563611,247,L,6,1
51,15-6,5114.27611023607,728.461741563611,1,0,0,0,5109.96325953962,727.861741563612,5118.58896093253,727.861741563611,5118.58896093253,729.061741563612,5109.96325953962,729.061741563612,246,L,4,1
52,14-8,5098.92782935196,728.461741563612,0,0,0,0,5088.15939822214,727.861741563612,5109.69626048177,727.861741563612,5109.69626048177,729.061741563612,5088.15939822214,729.061741563612,245,L,10,1
52,14-8,5098.92782935196,729.765255508774,1,0,0,0,5088.15939822214,729.165255508774,5109.69626048177,729.165255508773,5109.69626048177,730.365255508774,5088.15939822214,730.365255508774,244,L,10,1
53,14-7,5098.92782935196,731.068769453936,0,0,0,0,5088.15939822214,730.468769453936,5109.69626048177,730.468769453935,5109.69626048177,731.668769453936,5088.15939822214,731.668769453936,243,L,10,1
53,14-7,5098.92782935196,732.372283399097,1,0,0,0,5088.15939822214,731.772283399097,5109.69626048177,731.772283399097,5109.69626048177,732.972283399097,5088.15939822214,732.972283399098,242,L,10,1
54,14-6,5098.92782935196,733.67579734426,0,0,0,0,5088.15939822214,733.075797344259,5109.69626048177,733.07579734426,5109.69626048177,734.275797344259,5088.15939822214,734.27579734426,241,L,10,1
54,14-6,5098.92782935196,734.979311289422,1,0,0,0,5088.15939822214,734.379311289423,5109.69626048177,734.379311289422,5109.69626048177,735.579311289423,5088.15939822214,735.579311289423,240,L,10,1
55,17-7,5086.74441811101,724.120864261401,0,0,0,0,5085.65935763124,723.520864261401,5087.82947859078,723.520864261402,5087.82947859078,724.720864261401,5085.65935763124,724.720864261401,239,L,1,1
55,17-7,5080.28883767765,725.424378206563,1,0,0,0,5072.74819676451,724.824378206563,5087.82947859078,724.824378206564,5087.82947859078,726.024378206563,5072.74819676451,726.024378206564,238,L,7,1
55,17-7,5080.28883767765,727.158227618449,2,0,0,0,5072.74819676452,726.558227618449,5087.82947859078,726.55822761845,5087.82947859078,727.758227618448,5072.74819676451,727.758227618449,237,L,7,1
55,17-7,5080.28883767765,728.461741563611,3,0,0,0,5072.74819676451,727.861741563612,5087.82947859078,727.861741563611,5087.82947859078,729.061741563611,5072.74819676451,729.061741563612,236,L,7,1
56,17-6,5080.28883767765,729.765255508773,0,0,0,0,5072.74819676451,729.165255508774,5087.82947859078,729.165255508773,5087.82947859078,730.365255508773,5072.74819676451,730.365255508774,235,L,7,1
56,17-6,5080.28883767765,731.068769453936,1,0,0,0,5072.74819676451,730.468769453936,5087.82947859078,730.468769453935,5087.82947859078,731.668769453935,5072.74819676451,731.668769453936,234,L,7,1
56,17-6,5080.28883767765,732.372283399097,2,0,0,0,5072.74819676452,731.772283399097,5087.82947859078,731.772283399097,5087.82947859078,732.972283399097,5072.74819676451,732.972283399098,233,L,7,1
56,17-6,5086.74441811101,733.675797344259,3,0,0,0,5085.65935763124,733.075797344259,5087.82947859078,733.075797344259,5087.82947859078,734.275797344259,5085.65935763124,734.27579734426,232,L,1,1
57,13-6,5126.04456843277,743.18055733434,0,0,0,0,5119.57985759186,742.580557334341,5132.50927927368,742.58055733434,5132.50927927368,743.780557334341,5119.57985759186,743.78055733434,231,L,6,1
57,13-6,5114.27611023607,743.18055733434,1,0,0,0,5109.96325953962,742.58055733434,5118.58896093253,742.58055733434,5118.58896093253,743.78055733434,5109.96325953962,743.78055733434,230,L,4,1
58,14-5,5098.92782935196,736.66298760853,0,0,0,0,5088.15939822214,736.06298760853,5109.69626048177,736.06298760853,5109.69626048177,737.262987608531,5088.15939822214,737.262987608531,229,L,10,1
58,14-5,5098.92782935196,737.966501553692,1,0,0,0,5088.15939822214,737.366501553692,5109.69626048177,737.366501553692,5109.69626048177,738.566501553692,5088.15939822214,738.566501553692,228,L,10,1
59,14-4,5098.92782935196,739.270015498855,0,0,0,0,5088.15939822214,738.670015498854,5109.69626048177,738.670015498854,5109.69626048177,739.870015498855,5088.15939822214,739.870015498855,227,L,10,1
59,14-4,5098.92782935196,740.573529444016,1,0,0,0,5088.15939822214,739.973529444017,5109.69626048177,739.973529444016,5109.69626048177,741.173529444016,5088.15939822214,741.173529444017,226,L,10,1
60,14-3,5098.92782935196,741.877043389179,0,0,0,0,5088.15939822214,741.277043389178,5109.69626048177,741.277043389179,5109.69626048177,742.477043389179,5088.15939822214,742.477043389179,225,L,10,1
60,14-3,5098.92782935196,743.18055733434,1,0,0,0,5088.15939822214,742.58055733434,5109.69626048177,742.58055733434,5109.69626048177,743.78055733434,5088.15939822214,743.780557334341,224,L,10,1
